Date,Close,High,Low,Open,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
2022-09-15,239.42401123046875,245.29787987720312,238.09702127641052,243.7074542260417,31530900
2022-09-16,238.79957580566406,239.34598087407505,236.18461812172677,238.33121584266482,39791800
2022-09-19,238.5848846435547,239.18983090941896,235.00396662261346,236.58464035647546,26826900
2022-09-20,236.56512451171875,237.59939325821156,233.82333267549006,236.19435819350156,26660300
2022-09-21,233.1500701904297,241.6486627940409,233.10128084045706,238.3409473483979,28625600
2022-09-22,235.13084411621094,237.94094450280133,231.80362415640258,232.0963305396538,31061200
2022-09-23,232.1450958251953,235.27718779697258,229.4911157105166,233.72576968451835,34176000
2022-09-26,231.68650817871094,235.58941845298165,231.14985503831448,231.29622310665232,27694200
2022-09-27,230.6717529296875,235.93092381180116,228.8081097419373,234.15509253004862,27018700
2022-09-28,235.21861267089844,236.4480238413735,229.03248960797112,231.06200439699091,29029700
2022-09-29,231.7352752685547,234.12580460416743,228.7202809445972,233.0915358630107,27484200
2022-09-30,227.24693298339844,234.701490625269,227.0810610919514,232.50610370980218,35694800
2022-10-03,234.89662170410156,235.74549978528202,228.9641972732562,229.69599282969966,28880400
2022-10-04,242.8390655517578,244.2831380864936,239.03371935950005,239.14104998029651,34888400
2022-10-05,243.15127563476562,244.49778426938553,238.17507461226543,240.0191988826096,20347100
2022-10-06,240.7998046875,244.26364059964817,240.10704643812323,241.91213354134027,20239900
2022-10-07,228.55442810058594,235.46258098438113,227.5103924691174,235.0527623090089,37769600
2022-10-10,223.68551635742188,228.86662669875534,221.2266790317585,227.39328361932908,29743600
2022-10-11,219.93873596191406,223.5001353267126,218.67028725375982,222.0950853661984,30474000
2022-10-12,220.27047729492188,222.32926286096713,218.52393166705397,219.92896672359288,21903900
2022-10-13,228.55442810058594,230.36928195046792,213.81118413238516,214.5137091638505,42551800
2022-10-14,223.01226806640625,231.48159024439008,222.79760683202377,229.82284163535834,30198600
2022-10-17,231.76454162597656,233.15983963119882,229.43255359972767,230.09605601233935,28142300
2022-10-18,232.7109832763672,238.0091758749606,229.65695177138133,237.33593647992942,26329600
2022-10-19,230.74005126953125,233.79408332375263,228.6032055120039,231.2864563258372,19985700
2022-10-20,230.4180450439453,235.45280255812088,229.16911502485962,230.04727871505503,21811000
2022-10-21,236.2431182861328,237.1017631804631,228.80808010624938,229.04226004699913,26299700
2022-10-24,241.24864196777344,241.8243176615331,235.44306589709265,237.8433473846151,24911200
2022-10-25,244.57586669921875,244.94663303718434,239.86310093391776,241.25838415797844,34775500
2022-10-26,225.70530700683594,232.51588122743283,224.475880748936,225.55893893934157,82543200
2022-10-27,221.24618530273438,228.01773575985806,220.29972854498547,225.43204924774528,40424600
2022-10-28,230.1448516845703,230.85714351335133,220.56321491759144,220.7486055336188,40647700
2022-10-31,226.49563598632812,229.21790924031464,225.53941228860307,228.08606173387716,28357300
2022-11-01,222.6317596435547,230.01802455406033,221.81215205141078,228.9056957108875,30592300
2022-11-02,214.7576141357422,225.685758416669,214.6990579834419,223.89042351168925,38407000
2022-11-03,209.0496368408203,215.06012238808793,208.78618622190115,214.747882411825,36633900
2022-11-04,216.0163116455078,216.21145416874165,208.2495141580714,212.2695216011054,36789100
2022-11-07,222.3390350341797,222.86593625575733,215.9089939667199,216.6017670874102,33498000
2022-11-08,223.3147430419922,226.02726423874347,220.3582899758322,223.14887115740464,28192500
2022-11-09,219.06057739257812,223.08058484840367,218.88495358763487,221.85115866012015,27852900
2022-11-10,237.08226013183594,237.42377070694712,229.29595897044808,229.71551464254821,46268000
2022-11-11,241.1120147705078,241.97065970506623,236.05773875356564,237.0920223740199,34620200
2022-11-14,235.68698120117188,237.98969870255604,233.4037824185949,236.11630368440927,31123300
2022-11-15,236.09677124023438,241.00467910130482,234.203857613324,239.69720789721472,31390100
2022-11-16,236.52731323242188,238.55276840729704,235.24551035999534,237.5644967801753,24093300
2022-11-17,236.47836303710938,238.0145794109885,232.51554231290342,232.66230792106765,23123500
2022-11-18,236.0282745361328,238.49404129362665,233.8854070506041,238.26898078474412,27613500
2022-11-21,236.8404541015625,239.40406007336608,235.99896295297643,236.2337879700088,26394700
2022-11-22,239.75625610351562,240.03022851249497,235.52924255756514,238.34724661140663,19665700
2022-11-23,242.25143432617188,242.93636551399587,239.01267654987686,239.83459397526565,19508500
2022-11-25,242.16331481933594,243.34726380782502,241.4196626311513,241.98718116883774,9200800
2022-11-28,236.55667114257812,241.34142463276635,235.61734127784246,240.78370032502562,24778200
2022-11-29,235.15745544433594,237.56450128373822,233.0830883095049,236.20441840998745,17956300
2022-11-30,249.64866638183594,249.83457943435548,234.6975363093542,235.39226167449928,47594200
2022-12-01,249.2083740234375,250.60758932902792,245.519510598115,248.4060155091771,26041500
2022-12-02,249.5312957763672,250.54890564202378,244.3160097552262,244.4432165873255,21528500
2022-12-05,244.8150177001953,248.35711568212665,242.72107687347514,246.5860592259716,23435300
2022-12-06,239.84432983398438,246.4392716289712,238.533173950974,245.42166189613354,22463700
2022-12-07,239.11045837402344,240.86194084822995,236.9969590593763,239.56056443616566,20481500
2022-12-08,242.0752716064453,243.38644250064408,237.82868382073406,239.570372173959,22611800
2022-12-09,240.13787841796875,242.96567699688347,238.905002491201,239.43337362256503,20609700
2022-12-12,247.07528686523438,247.10463998852305,241.8502218945569,242.12419433216994,30665100
2022-12-13,251.39039611816406,258.2397370836631,247.62325261498822,256.0577219976388,42196900
2022-12-14,251.68394470214844,256.93836328433855,248.83657203555336,251.5958853241002,35410900
2022-12-15,243.6505889892578,248.72888777083384,242.01653394548188,248.25922292079903,35560400
2022-12-16,239.4236297607422,244.4627822379147,238.2690187017597,243.20055300152868,86102000
2022-12-19,235.2748565673828,239.93241792766776,233.57231567315546,239.58994491104272,29696400
2022-12-20,236.59576416015625,237.6818743309992,233.28850680688439,234.24741017787053,25150800
2022-12-21,239.16920471191406,240.33359511425672,234.94219044357476,236.48818640438125,23690600
2022-12-22,233.0634765625,236.7816927475334,228.83644807499846,236.0673936725993,28651700
2022-12-23,233.5918426513672,233.72882885328278,228.9049437361909,231.02823733107095,21207000
2022-12-27,231.8599395751953,233.787525721177,230.75425567738483,233.5624801692744,16688600
2022-12-28,229.48226928710938,234.56056862646315,229.13001687829933,231.79147620478,17457100
2022-12-29,235.82281494140625,236.7132328912707,230.57817587734075,230.57817587734075,19770700
2022-12-30,234.65841674804688,234.7954029631969,231.56642511422905,233.0830678086328,21938500
2023-01-03,234.423583984375,240.46078689316013,232.290495791577,237.84825439790933,25740000
2023-01-04,224.16915893554688,227.8580076648185,221.096740762334,227.28070963200992,50623400
2023-01-05,217.52528381347656,222.6525101847704,216.9871183182412,222.31003716133554,39585600
2023-01-06,220.08888244628906,220.90102036196717,214.62899248610293,218.20042850517999,43613600
2023-01-09,222.2317352294922,226.26307141609416,221.53702478368263,221.57615730202494,27369800
2023-01-10,223.92453002929688,226.33157576127422,222.43724039296023,222.85797845401495,27033900
2023-01-11,230.69561767578125,230.87173643883003,226.13590946981546,226.31202823286426,28669300
2023-01-12,233.37660217285156,234.73668494527053,228.53314279943885,230.1965511287431,27269500
2023-01-13,234.08111572265625,234.21810194476328,229.86388103095572,231.89911556681622,21333300
2023-01-17,235.17701721191406,235.72496209284455,231.9871717644744,232.84823653758127,29831300
2023-01-18,230.73472595214844,237.16332887463713,230.45097410915378,236.37076466345434,30028700
2023-01-19,226.93821716308594,230.4509617716894,225.71512062356072,228.74840601373435,28623000
2023-01-20,235.0498046875,235.5586170347546,229.46269305633442,229.80516606379726,35389800
2023-01-23,237.35899353027344,239.89324581557503,234.49204766030977,235.91085150015493,31934000
2023-01-24,236.83062744140625,238.6995225755174,235.26507279685154,237.28073354657224,40234400
